"record_id"	"nord_link"	"incidence_link"	"gene_location"	"gene_name"	"sequence_viewer_link"	"ncbi_gene_link"	"gene_symbol"	"pattern_of_inheritance"
"1786-OMIM:180860"		"https://medlineplus.gov/genetics/condition/russell-silver-syndrome/#frequency"	"11p15.4"	"cyclin dependent kinase inhibitor 1C"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000076"	"https://www.ncbi.nlm.nih.gov/gene/1028"	"CDKN1C"	"Autosomal dominant, Not applicable"
"30500-OMIM:128200"		"https://medlineplus.gov/genetics/condition/familial-paroxysmal-kinesigenic-dyskinesia/#frequency"	"16p11.2"	"proline rich transmembrane protein 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_145239"	"https://www.ncbi.nlm.nih.gov/gene/112476"	"PRRT2"	"Autosomal dominant, Not applicable"
"4193-OMIM:128230"	"https://rarediseases.info.nih.gov/diseases/9817/index"	"https://medlineplus.gov/genetics/condition/dopa-responsive-dystonia/#frequency"	"14q22.2"	"GTP cyclohydrolase 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000161"	"https://www.ncbi.nlm.nih.gov/gene/2643"	"GCH1"	"Autosomal dominant, Not applicable"
"4979-OMIM:176450"	"https://rarediseases.info.nih.gov/diseases/1626/index"		"7q36.3"	"motor neuron and pancreas homeobox 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001165255"	"https://www.ncbi.nlm.nih.gov/gene/3110"	"MNX1"	"Autosomal dominant, Not applicable"
"60-OMIM:239850"	"https://rarediseases.info.nih.gov/diseases/8585/index"	"https://medlineplus.gov/genetics/condition/cantu-syndrome/#frequency"	"12p12.1"	"ATP binding cassette subfamily C member 9"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_005691"	"https://www.ncbi.nlm.nih.gov/gene/10060"	"ABCC9"	"Autosomal dominant, Not applicable"
"60-ORPHA:130"	"https://rarediseases.info.nih.gov/diseases/1030/index"	"https://medlineplus.gov/genetics/condition/brugada-syndrome/#frequency"	"12p12.1"	"ATP binding cassette subfamily C member 9"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_005691"	"https://www.ncbi.nlm.nih.gov/gene/10060"	"ABCC9"	"Autosomal dominant, Not applicable"
"6269-ORPHA:130"	"https://rarediseases.info.nih.gov/diseases/1030/index"	"https://medlineplus.gov/genetics/condition/brugada-syndrome/#frequency"	"12p12.1"	"potassium inwardly rectifying channel subfamily J member 8"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_004982"	"https://www.ncbi.nlm.nih.gov/gene/3764"	"KCNJ8"	"Autosomal dominant, Not applicable"
"6269-ORPHA:1517"	"https://rarediseases.info.nih.gov/diseases/8585/index"	"https://medlineplus.gov/genetics/condition/cantu-syndrome/#frequency"	"12p12.1"	"potassium inwardly rectifying channel subfamily J member 8"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_004982"	"https://www.ncbi.nlm.nih.gov/gene/3764"	"KCNJ8"	"Autosomal dominant, Not applicable"
"7979-OMIM:177735"	"https://rarediseases.info.nih.gov/diseases/9145/index"	"https://medlineplus.gov/genetics/condition/pseudohypoaldosteronism-type-1/#frequency"	"4q31"	"nuclear receptor subfamily 3 group C member 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000901"	"https://www.ncbi.nlm.nih.gov/gene/4306"	"NR3C2"	"Autosomal dominant, Not applicable"
"1786-OMIM:130650"	"https://rarediseases.info.nih.gov/diseases/3343/index"	"https://medlineplus.gov/genetics/condition/beckwith-wiedemann-syndrome/#frequency"	"11p15.4"	"cyclin dependent kinase inhibitor 1C"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000076"	"https://www.ncbi.nlm.nih.gov/gene/1028"	"CDKN1C"	"Autosomal dominant, Unknown"
"11051-OMIM:614618"		"https://medlineplus.gov/genetics/condition/hereditary-hyperekplexia/#frequency"	"11p15.1"	"solute carrier family 6 member 5"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_004211"	"https://www.ncbi.nlm.nih.gov/gene/9152"	"SLC6A5"	"Autosomal dominant; Autosomal recessive"
"1955-OMIM:608930"		"https://medlineplus.gov/genetics/condition/congenital-myasthenic-syndrome/#frequency"	"2q31.1"	"cholinergic receptor nicotinic alpha 1 subunit"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000079"	"https://www.ncbi.nlm.nih.gov/gene/1134"	"CHRNA1"	"Autosomal dominant; Autosomal recessive"
"1966-OMIM:605809"			"17p13.2"	"cholinergic receptor nicotinic epsilon subunit"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000080"	"https://www.ncbi.nlm.nih.gov/gene/1145"	"CHRNE"	"Autosomal dominant; Autosomal recessive"
"4883-OMIM:235400"	"https://rarediseases.info.nih.gov/diseases/8702/index"	"https://medlineplus.gov/genetics/condition/atypical-hemolytic-uremic-syndrome/#frequency"	"1q31.3"	"complement factor H"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000186"	"https://www.ncbi.nlm.nih.gov/gene/3075"	"CFH"	"Autosomal dominant; Autosomal recessive"
"4883-OMIM:609814"	"https://rarediseases.info.nih.gov/diseases/8555/index"	"https://medlineplus.gov/genetics/condition/c3-glomerulopathy/#frequency"	"1q31.3"	"complement factor H"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000186"	"https://www.ncbi.nlm.nih.gov/gene/3075"	"CFH"	"Autosomal dominant; Autosomal recessive"
"4888-OMIM:235400"	"https://rarediseases.info.nih.gov/diseases/8702/index"	"https://medlineplus.gov/genetics/condition/atypical-hemolytic-uremic-syndrome/#frequency"	"1q31.3"	"complement factor H related 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_002113"	"https://www.ncbi.nlm.nih.gov/gene/3078"	"CFHR1"	"Autosomal dominant; Autosomal recessive"
"59-OMIM:256450"	"https://rarediseases.info.nih.gov/diseases/3947/index"	"https://medlineplus.gov/genetics/condition/congenital-hyperinsulinism/#frequency"	"11p15.1"	"ATP binding cassette subfamily C member 8"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000352"	"https://www.ncbi.nlm.nih.gov/gene/6833"	"ABCC8"	"Autosomal dominant; Autosomal recessive"
"59-OMIM:618857"			"11p15.1"	"ATP binding cassette subfamily C member 8"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000352"	"https://www.ncbi.nlm.nih.gov/gene/6833"	"ABCC8"	"Autosomal dominant; Autosomal recessive"
"6081-OMIM:618858"			"11p15.5"	"insulin"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000207"	"https://www.ncbi.nlm.nih.gov/gene/3630"	"INS"	"Autosomal dominant; Autosomal recessive"
"6257-OMIM:601820"	"https://rarediseases.info.nih.gov/diseases/9927/index"	"https://medlineplus.gov/genetics/condition/congenital-hyperinsulinism/#frequency"	"11p15.1"	"potassium inwardly rectifying channel subfamily J member 11"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000525"	"https://www.ncbi.nlm.nih.gov/gene/3767"	"KCNJ11"	"Autosomal dominant; Autosomal recessive"
"634-OMIM:125800"		"https://medlineplus.gov/genetics/condition/nephrogenic-diabetes-insipidus/#frequency"	"12q13.12"	"aquaporin 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000486"	"https://www.ncbi.nlm.nih.gov/gene/359"	"AQP2"	"Autosomal dominant; Autosomal recessive"
"6696-OMIM:614305"			"11p11.2"	"LDL receptor related protein 4"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_002334"	"https://www.ncbi.nlm.nih.gov/gene/4038"	"LRP4"	"Autosomal dominant; Autosomal recessive"
"6953-OMIM:612922"		"https://medlineplus.gov/genetics/condition/atypical-hemolytic-uremic-syndrome/#frequency"	"1q32.2"	"CD46 molecule"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_172361"	"https://www.ncbi.nlm.nih.gov/gene/4179"	"CD46"	"Autosomal dominant; Autosomal recessive"
"9201-OMIM:601665"			"2p23.3"	"proopiomelanocortin"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001035256"	"https://www.ncbi.nlm.nih.gov/gene/5443"	"POMC"	"Autosomal dominant; Autosomal recessive; Multifactorial"
"7577-OMIM:192600"		"https://medlineplus.gov/genetics/condition/familial-hypertrophic-cardiomyopathy/#frequency"	"14q11.2"	"myosin heavy chain 7"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000257"	"https://www.ncbi.nlm.nih.gov/gene/4625"	"MYH7"	"Autosomal dominant; Digenic dominant"
"1101-OMIM:114480"	"https://rarediseases.info.nih.gov/diseases/10415/index"	"https://medlineplus.gov/genetics/condition/breast-cancer/#frequency"	"13q13.1"	"BRCA2 DNA repair associated"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000059"	"https://www.ncbi.nlm.nih.gov/gene/675"	"BRCA2"	"Autosomal dominant; Somatic mutation"
"1101-OMIM:176807"		"https://medlineplus.gov/genetics/condition/prostate-cancer/#frequency"	"13q13.1"	"BRCA2 DNA repair associated"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000059"	"https://www.ncbi.nlm.nih.gov/gene/675"	"BRCA2"	"Autosomal dominant; Somatic mutation"
"1101-OMIM:194070"	"https://rarediseases.info.nih.gov/diseases/7892/index"	"https://medlineplus.gov/genetics/condition/wilms-tumor/#frequency"	"13q13.1"	"BRCA2 DNA repair associated"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000059"	"https://www.ncbi.nlm.nih.gov/gene/675"	"BRCA2"	"Autosomal dominant; Somatic mutation"
"20473-OMIM:114480"	"https://rarediseases.info.nih.gov/diseases/10415/index"	"https://medlineplus.gov/genetics/condition/breast-cancer/#frequency"	"17q23.2"	"BRCA1 interacting protein C-terminal helicase 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_032043"	"https://www.ncbi.nlm.nih.gov/gene/83990"	"BRIP1"	"Autosomal dominant; Somatic mutation"
"10031-OMIM:250250"	"https://rarediseases.info.nih.gov/diseases/6996/index"	"https://medlineplus.gov/genetics/condition/cartilage-hair-hypoplasia/#frequency"						"Autosomal recessive"
"10031-OMIM:250460"	"https://rarediseases.info.nih.gov/diseases/10622/index"							"Autosomal recessive"
"10031-OMIM:607095"	"https://rarediseases.info.nih.gov/diseases/9657/index"	"https://medlineplus.gov/genetics/condition/anauxetic-dysplasia/#frequency"						"Autosomal recessive"
"10031-ORPHA:39041"	"https://rarediseases.info.nih.gov/diseases/8198/index"	"https://medlineplus.gov/genetics/condition/omenn-syndrome/#frequency"						"Autosomal recessive"
"10591-OMIM:614198"		"https://medlineplus.gov/genetics/condition/congenital-myasthenic-syndrome/#frequency"	"17q23.3"	"sodium voltage-gated channel alpha subunit 4"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000334"	"https://www.ncbi.nlm.nih.gov/gene/6329"	"SCN4A"	"Autosomal recessive"
"10599-OMIM:264350"	"https://rarediseases.info.nih.gov/diseases/4552/index"	"https://medlineplus.gov/genetics/condition/pseudohypoaldosteronism-type-1/#frequency"	"12p13"	"sodium channel epithelial 1 subunit alpha"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001038"	"https://www.ncbi.nlm.nih.gov/gene/6337"	"SCNN1A"	"Autosomal recessive"
"10600-OMIM:264350"	"https://rarediseases.info.nih.gov/diseases/4552/index"	"https://medlineplus.gov/genetics/condition/pseudohypoaldosteronism-type-1/#frequency"	"16p12.2-p12.1"	"sodium channel epithelial 1 subunit beta"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000336"	"https://www.ncbi.nlm.nih.gov/gene/6338"	"SCNN1B"	"Autosomal recessive"
"10602-OMIM:264350"	"https://rarediseases.info.nih.gov/diseases/4552/index"	"https://medlineplus.gov/genetics/condition/pseudohypoaldosteronism-type-1/#frequency"	"16p12.2"	"sodium channel epithelial 1 subunit gamma"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001039"	"https://www.ncbi.nlm.nih.gov/gene/6340"	"SCNN1G"	"Autosomal recessive"
"10817-OMIM:617575"			"10q22.1"	"sphingosine-1-phosphate lyase 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_003901"	"https://www.ncbi.nlm.nih.gov/gene/8879"	"SGPL1"	"Autosomal recessive"
"10935-OMIM:618049"			"10q25.3"	"solute carrier family 18 member A2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_003054"	"https://www.ncbi.nlm.nih.gov/gene/6571"	"SLC18A2"	"Autosomal recessive"
"10936-OMIM:617239"			"10q11.23"	"solute carrier family 18 member A3"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_003055"	"https://www.ncbi.nlm.nih.gov/gene/6572"	"SLC18A3"	"Autosomal recessive"
"10979-OMIM:615182"		"https://medlineplus.gov/genetics/condition/2-hydroxyglutaric-aciduria/#frequency"	"22q11.21"	"solute carrier family 25 member 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_005984"	"https://www.ncbi.nlm.nih.gov/gene/6576"	"SLC25A1"	"Autosomal recessive"
"10979-OMIM:618197"			"22q11.21"	"solute carrier family 25 member 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_005984"	"https://www.ncbi.nlm.nih.gov/gene/6576"	"SLC25A1"	"Autosomal recessive"
"10983-OMIM:605814"	"https://rarediseases.info.nih.gov/diseases/10214/index"	"https://medlineplus.gov/genetics/condition/citrullinemia/#frequency"	"7q21.3"	"solute carrier family 25 member 13"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_014251"	"https://www.ncbi.nlm.nih.gov/gene/10165"	"SLC25A13"	"Autosomal recessive"
"10985-OMIM:238970"	"https://rarediseases.info.nih.gov/diseases/2830/index"	"https://medlineplus.gov/genetics/condition/ornithine-translocase-deficiency/#frequency"	"13q14.11"	"solute carrier family 25 member 15"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_014252"	"https://www.ncbi.nlm.nih.gov/gene/10166"	"SLC25A15"	"Autosomal recessive"
"1101-OMIM:605724"		"https://medlineplus.gov/genetics/condition/fanconi-anemia/#frequency"	"13q13.1"	"BRCA2 DNA repair associated"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000059"	"https://www.ncbi.nlm.nih.gov/gene/675"	"BRCA2"	"Autosomal recessive"
"11036-OMIM:606824"	"https://rarediseases.info.nih.gov/diseases/6521/index"	"https://medlineplus.gov/genetics/condition/glucose-galactose-malabsorption/#frequency"	"22q12.3"	"solute carrier family 5 member 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000343"	"https://www.ncbi.nlm.nih.gov/gene/6523"	"SLC5A1"	"Autosomal recessive"
"11117-OMIM:253300"	"https://rarediseases.info.nih.gov/diseases/7883/index"	"https://medlineplus.gov/genetics/condition/spinal-muscular-atrophy/#frequency"	"5q13.2"	"survival of motor neuron 1, telomeric"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000344"	"https://www.ncbi.nlm.nih.gov/gene/6606"	"SMN1"	"Autosomal recessive"
"11117-OMIM:253400"	"https://rarediseases.info.nih.gov/diseases/198/index"	"https://medlineplus.gov/genetics/condition/spinal-muscular-atrophy/#frequency"	"5q13.2"	"survival of motor neuron 1, telomeric"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000344"	"https://www.ncbi.nlm.nih.gov/gene/6606"	"SMN1"	"Autosomal recessive"
"11117-OMIM:253550"	"https://rarediseases.info.nih.gov/diseases/4945/index"	"https://medlineplus.gov/genetics/condition/spinal-muscular-atrophy/#frequency"	"5q13.2"	"survival of motor neuron 1, telomeric"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000344"	"https://www.ncbi.nlm.nih.gov/gene/6606"	"SMN1"	"Autosomal recessive"
"1122-OMIM:253260"	"https://rarediseases.info.nih.gov/diseases/894/index"	"https://medlineplus.gov/genetics/condition/biotinidase-deficiency/#frequency"	"3p25.1"	"biotinidase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000060"	"https://www.ncbi.nlm.nih.gov/gene/686"	"BTD"	"Autosomal recessive"
"11359-OMIM:201710"	"https://rarediseases.info.nih.gov/diseases/1465/index"		"8p11.23"	"steroidogenic acute regulatory protein"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000349"	"https://www.ncbi.nlm.nih.gov/gene/6770"	"STAR"	"Autosomal recessive"
"11429-OMIM:603552"		"https://medlineplus.gov/genetics/condition/familial-hemophagocytic-lymphohistiocytosis/#frequency"	"6q24.2"	"syntaxin 11"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_003764"	"https://www.ncbi.nlm.nih.gov/gene/8676"	"STX11"	"Autosomal recessive"
"11596-OMIM:201400"	"https://rarediseases.info.nih.gov/diseases/5727/index"		"1q24.2"	"T-box transcription factor 19"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_005149"	"https://www.ncbi.nlm.nih.gov/gene/9095"	"TBX19"	"Autosomal recessive"
"11653-OMIM:275350"		"https://medlineplus.gov/genetics/condition/transcobalamin-deficiency/#frequency"	"22q12.2"	"transcobalamin 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000355"	"https://www.ncbi.nlm.nih.gov/gene/6948"	"TCN2"	"Autosomal recessive"
"11782-OMIM:605407"	"https://rarediseases.info.nih.gov/diseases/1902/index"	"https://medlineplus.gov/genetics/condition/dopa-responsive-dystonia/#frequency"	"11p15.5"	"tyrosine hydroxylase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000360"	"https://www.ncbi.nlm.nih.gov/gene/7054"	"TH"	"Autosomal recessive"
"11782-OMIM:605407"	"https://rarediseases.info.nih.gov/diseases/1902/index"	"https://medlineplus.gov/genetics/condition/tyrosine-hydroxylase-deficiency/#frequency"	"11p15.5"	"tyrosine hydroxylase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000360"	"https://www.ncbi.nlm.nih.gov/gene/7054"	"TH"	"Autosomal recessive"
"11908-OMIM:612301"	"https://rarediseases.info.nih.gov/diseases/10106/index"	"https://medlineplus.gov/genetics/condition/osteopetrosis/#frequency"	"18q21.33"	"TNF receptor superfamily member 11a"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001270949"	"https://www.ncbi.nlm.nih.gov/gene/8792"	"TNFRSF11A"	"Autosomal recessive"
"12642-OMIM:618323"			"12p13.31"	"vesicle associated membrane protein 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001297438"	"https://www.ncbi.nlm.nih.gov/gene/6843"	"VAMP1"	"Autosomal recessive"
"12765-OMIM:601705"	"https://rarediseases.info.nih.gov/diseases/4358/index"	"https://medlineplus.gov/genetics/condition/t-cell-immunodeficiency-congenital-alopecia-and-nail-dystrophy/#frequency"	"17q11.2"	"forkhead box N1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001369369"	"https://www.ncbi.nlm.nih.gov/gene/8456"	"FOXN1"	"Autosomal recessive"
"1304-OMIM:607398"		"https://medlineplus.gov/genetics/condition/familial-glucocorticoid-deficiency/#frequency"	"21q22.11"	"melanocortin 2 receptor accessory protein"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_178817"	"https://www.ncbi.nlm.nih.gov/gene/56246"	"MRAP"	"Autosomal recessive"
"1352-OMIM:613790"	"https://rarediseases.info.nih.gov/diseases/10626/index"	"https://medlineplus.gov/genetics/condition/complement-component-8-deficiency/#frequency"	"1p32.2"	"complement C8 alpha chain"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000562"	"https://www.ncbi.nlm.nih.gov/gene/731"	"C8A"	"Autosomal recessive"
"1353-OMIM:613789"	"https://rarediseases.info.nih.gov/diseases/10625/index"	"https://medlineplus.gov/genetics/condition/complement-component-8-deficiency/#frequency"	"1p32.2"	"complement C8 beta chain"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000066"	"https://www.ncbi.nlm.nih.gov/gene/732"	"C8B"	"Autosomal recessive"
"1366-OMIM:274150"	"https://rarediseases.info.nih.gov/diseases/9430/index"	"https://medlineplus.gov/genetics/condition/thrombotic-thrombocytopenic-purpura/#frequency"	"9q34.2"	"ADAM metallopeptidase with thrombospondin type 1 motif 13"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_139025"	"https://www.ncbi.nlm.nih.gov/gene/11093"	"ADAMTS13"	"Autosomal recessive"
"1377-OMIM:615751"	"https://rarediseases.info.nih.gov/diseases/13201/index"	"https://medlineplus.gov/genetics/condition/carbonic-anhydrase-va-deficiency/#frequency"	"16q24.2"	"carbonic anhydrase 5A"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001739"	"https://www.ncbi.nlm.nih.gov/gene/763"	"CA5A"	"Autosomal recessive"
"13806-OMIM:610370"			"10q22.1"	"neurogenin 3"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_020999"	"https://www.ncbi.nlm.nih.gov/gene/50674"	"NEUROG3"	"Autosomal recessive"
"1421-OMIM:212138"	"https://rarediseases.info.nih.gov/diseases/1123/index"	"https://medlineplus.gov/genetics/condition/carnitine-acylcarnitine-translocase-deficiency/#frequency"	"3p21.31"	"solute carrier family 25 member 20"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000387"	"https://www.ncbi.nlm.nih.gov/gene/788"	"SLC25A20"	"Autosomal recessive"
"14537-OMIM:607625"	"https://rarediseases.info.nih.gov/diseases/3992/index"	"https://medlineplus.gov/genetics/condition/niemann-pick-disease/#frequency"	"14q24.3"	"NPC intracellular cholesterol transporter 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_006432"	"https://www.ncbi.nlm.nih.gov/gene/10577"	"NPC2"	"Autosomal recessive"
"14579-OMIM:615285"		"https://medlineplus.gov/genetics/condition/severe-congenital-neutropenia/#frequency"	"1q21.2"	"vacuolar protein sorting 45 homolog"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_007259"	"https://www.ncbi.nlm.nih.gov/gene/11311"	"VPS45"	"Autosomal recessive"
"14604-OMIM:618882"			"14q32.32"	"amnion associated transmembrane protein"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_030943"	"https://www.ncbi.nlm.nih.gov/gene/81693"	"AMN"	"Autosomal recessive"
"16266-OMIM:607483"	"https://rarediseases.info.nih.gov/diseases/10237/index"	"https://medlineplus.gov/genetics/condition/biotin-thiamine-responsive-basal-ganglia-disease/#frequency"	"2q36.3"	"solute carrier family 19 member 3"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_025243"	"https://www.ncbi.nlm.nih.gov/gene/80704"	"SLC19A3"	"Autosomal recessive"
"1673-OMIM:615617"			"11q23.3"	"CD3d molecule"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000732"	"https://www.ncbi.nlm.nih.gov/gene/915"	"CD3D"	"Autosomal recessive"
"1674-OMIM:615615"			"11q23.3"	"CD3e molecule"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000733"	"https://www.ncbi.nlm.nih.gov/gene/916"	"CD3E"	"Autosomal recessive"
"16812-OMIM:612016"	"https://rarediseases.info.nih.gov/diseases/10294/index"	"https://medlineplus.gov/genetics/condition/primary-coenzyme-q10-deficiency/#frequency"	"1q42.13"	"coenzyme Q8A"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_020247"	"https://www.ncbi.nlm.nih.gov/gene/56997"	"COQ8A"	"Autosomal recessive"
"16902-OMIM:614923"			"16p11.2"	"branched chain keto acid dehydrogenase kinase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_005881"	"https://www.ncbi.nlm.nih.gov/gene/10295"	"BCKDK"	"Autosomal recessive"
"16915-OMIM:610738"	"https://rarediseases.info.nih.gov/diseases/302/index"	"https://medlineplus.gov/genetics/condition/severe-congenital-neutropenia/#frequency"	"1q21.3"	"HCLS1 associated protein X-1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_006118"	"https://www.ncbi.nlm.nih.gov/gene/10456"	"HAX1"	"Autosomal recessive"
"17642-OMIM:602450"	"https://rarediseases.info.nih.gov/diseases/9987/index"		"10p13"	"DNA cross-link repair 1C"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_022487"	"https://www.ncbi.nlm.nih.gov/gene/64421"	"DCLRE1C"	"Autosomal recessive"
"17642-OMIM:603554"	"https://rarediseases.info.nih.gov/diseases/8198/index"	"https://medlineplus.gov/genetics/condition/omenn-syndrome/#frequency"	"10p13"	"DNA cross-link repair 1C"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_022487"	"https://www.ncbi.nlm.nih.gov/gene/64421"	"DCLRE1C"	"Autosomal recessive"
"17759-OMIM:614651"		"https://medlineplus.gov/genetics/condition/primary-coenzyme-q10-deficiency/#frequency"	"10p12.1"	"decaprenyl diphosphate synthase subunit 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001321978"	"https://www.ncbi.nlm.nih.gov/gene/23590"	"PDSS1"	"Autosomal recessive"
"17967-OMIM:607676"	"https://rarediseases.info.nih.gov/diseases/10311/index"	"https://medlineplus.gov/genetics/condition/irak-4-deficiency/#frequency"	"12q12"	"interleukin 1 receptor associated kinase 4"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001114182"	"https://www.ncbi.nlm.nih.gov/gene/51135"	"IRAK4"	"Autosomal recessive"
"17996-OMIM:237310"	"https://rarediseases.info.nih.gov/diseases/7158/index"	"https://medlineplus.gov/genetics/condition/n-acetylglutamate-synthase-deficiency/#frequency"	"17q21.31"	"N-acetylglutamate synthase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_153006"	"https://www.ncbi.nlm.nih.gov/gene/162417"	"NAGS"	"Autosomal recessive"
"18550-OMIM:614231"			"18q21.1"	"immediate early response 3 interacting protein 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_016097"	"https://www.ncbi.nlm.nih.gov/gene/51124"	"IER3IP1"	"Autosomal recessive"
"186-OMIM:102700"	"https://rarediseases.info.nih.gov/diseases/5748/index"	"https://medlineplus.gov/genetics/condition/adenosine-deaminase-deficiency/#frequency"	"20q13.12"	"adenosine deaminase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000022"	"https://www.ncbi.nlm.nih.gov/gene/100"	"ADA"	"Autosomal recessive"
"186-OMIM:603554"	"https://rarediseases.info.nih.gov/diseases/8198/index"	"https://medlineplus.gov/genetics/condition/omenn-syndrome/#frequency"	"20q13.12"	"adenosine deaminase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000022"	"https://www.ncbi.nlm.nih.gov/gene/100"	"ADA"	"Autosomal recessive"
"186-ORPHA:39041"	"https://rarediseases.info.nih.gov/diseases/8198/index"	"https://medlineplus.gov/genetics/condition/omenn-syndrome/#frequency"	"20q13.12"	"adenosine deaminase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000022"	"https://www.ncbi.nlm.nih.gov/gene/100"	"ADA"	"Autosomal recessive"
